UID,Rec,Inf,Name,Position,Club,Nat,Height,Weight,WR,Age,Transfer Value,Based,Division,Expires,Wage,Left Foot,Personality,Preferred Foot,Birth City,Best Pos,Max WD,Min WD,Hdrs A,Tck/90,Tck W,Tck A,Tck R,Shot/90,Shot %,ShT/90,ShT,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Shots,Svt,Svp,Svh,Sv %,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,Ps C/90,Ps C,Ps A/90,Pas A,Pas %,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,OP-Cr %,Off,Gl Mst,K Tck/90,K Tck,K Ps/90,K Pas,K Hdrs/90,Int/90,Itc,Sprints/90,Hdr %,Hdrs W/90,Hdrs,Hdrs L/90,Goals Outside Box,FK Shots,xSv %,xGP/90,xGP,xG/shot,Drb/90,Drb,Dist/90,Distance,Cr C/90,Cr C,Crs A/90,Cr A,Cr C/A,Conv %,Clr/90,Clear,CCC,Ch C/90,Blk/90,Blk,Asts/90,Aer A/90,AT Apps,Yel,xG,Saves/90,Tgls/90,Tcon/90,Tcon,Tgls,Starts,Red,Pts/Gm,PoM,Pen/R,Pens S,Pens Saved Ratio,Pens Saved,Pens Faced,Pens,NP-xG/90,NP-xG,Last Gl,Last C,Mins/Gm,Mins,Last 5 Games,Last 5 FT Games,Int Conc,Int Av Rat,Int Ast,Int Apps,Gls/90,Conc,Gls,Won,G. Mis,Lost,D,Gwin,Fls,FA,xG/90,xG-OP,xA/90,xA,Con/90,Cln/90,Clean Sheets,Av Rat,Mins/Gl,Ast,Apps,AT Lge Gls,AT Lge Apps,AT Gls,Max AP,Min AP,Style,NoB
52085696,- -  -,Ama,Evan Farrell,D/M (C),St. Francis,IRL,"5'11""",75 kg,,25,Unknown,Ireland (Leinster Premier Division),Irish Leinster Senior League Premier Division,-,N/A,-,,Unknown,-,-,N/A,N/A,27,1.17,7,10,70%,0.17,0%,0.00,0,0.00,1.67,10,1,-,-,-,-,2.67,16,0.83,5,2.00,12,19.50,1.33,27.00,162,36.17,217,75%,0.33,2,0.00,0,0.17,1,0%,0,0,0.50,3,0.33,2,0.00,0.83,5,2.83,48%,2.17,13,2.33,0,0,-,-,-,0.08,-,0,5.4km,32.5km,0.00,0,0.17,1,-,-,1.17,7,0,-,0.17,1,-,4.50,78,0,0.08,-,0.83,0.50,-,5,6,0,1.50,1,-,0,-,-,-,0,0.01,0.08,-,-,90.00,540,,,-,-,-,-,-,-,0,2,-,1,3,33%,5,4,0.01,-0.08,0.09,0.54,-,-,-,6.62,-,0,6,2,74,2,-,-,,IRL
29217526,- -  -,,Blaine Rowe,D (R),Darlington,ENG,"5'9""",63 kg,,22,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€725 p/w,-,,Unknown,-,D/WB (RL),N/A,N/A,45,1.51,9,16,56%,0.50,33%,0.17,1,0.34,0.00,0,3,-,-,-,-,2.86,17,3.53,21,13.46,80,9.59,17.50,22.37,133,30.45,181,73%,1.51,9,1.51,9,8.75,52,17%,1,0,0.00,0,1.51,9,0.50,2.69,16,17.50,51%,3.87,23,3.70,0,0,-,-,-,0.06,1.35,8,13.8km,82.3km,1.51,9,8.75,52,17%,-,2.02,12,2,0.34,-,0,-,7.57,31,1,0.17,-,1.01,1.68,-,6,4,0,0.82,0,-,0,-,-,-,0,0.03,0.17,-,-,48.64,535,,,-,-,-,-,-,-,0,2,-,6,3,18%,11,8,0.03,-0.17,0.17,1.04,-,-,-,6.58,-,0,4 (7),-,31,-,-,-,,ENG
29222423,- -  -,Ama,Alex Aspil,M/AM (C),Wayside Celtic,IRL,"5'7""",61 kg,,23,Unknown,Ireland (Leinster Premier Division),Irish Leinster Senior League Premier Division,-,N/A,-,,Unknown,-,-,N/A,N/A,4,1.53,7,9,78%,1.74,75%,1.31,6,0.00,0.00,0,8,-,-,-,-,1.53,7,0.87,4,3.70,17,4.36,3.70,22.23,102,30.07,138,74%,0.22,1,0.00,0,0.22,1,0%,1,0,0.00,0,0.22,1,0.00,0.22,1,2.83,50%,0.44,2,0.44,0,0,-,-,-,0.14,0.22,1,4.2km,19.4km,0.00,0,0.22,1,-,13%,0.65,3,1,0.22,0.22,1,0.22,0.87,82,0,1.09,-,0.00,0.65,-,0,5,0,1.05,0,-,0,-,-,-,0,0.24,1.09,0.00,-,82.60,413,,,-,-,-,-,0.22,-,1,0,-,2,3,0%,6,1,0.24,-0.09,0.16,0.75,-,-,-,7.16,413.00,1,5,3,78,3,-,-,,IRL
29160404,- -  -,Sct,Sam Fielding,"D (C), DM, M (C)",Spennymoor,ENG,"6'2""",75 kg,,25,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€350 p/w,-,,Unknown,York,"DM, M (C)",N/A,N/A,71,1.26,19,27,70%,0.79,33%,0.26,4,0.66,0.40,6,12,-,-,-,-,3.84,58,1.99,30,8.68,131,8.34,6.82,43.64,659,48.21,728,91%,0.73,11,0.00,0,0.13,2,14%,2,0,0.00,0,1.52,23,0.00,1.46,22,9.21,45%,2.12,32,2.58,0,0,-,-,-,0.11,0.79,12,13.7km,206.4km,0.73,11,5.10,77,-,8%,0.99,15,5,0.33,0.66,10,0.13,4.70,114,1,1.33,-,1.59,1.66,-,24,10,0,1.85,0,-,0,-,-,-,0,0.09,1.33,288.00,-,34.85,"1,359",,,-,-,-,-,0.07,-,1,21,-,9,9,54%,16,10,0.09,-0.33,0.15,2.25,-,-,-,6.72,"1,359.00",2,10 (29),4,108,4,-,-,,ENG
61064593,- -  -,Ama,Cody Mulhall,"M/AM (L), ST (C)",New Oak,IRL,"5'11""",70 kg,,27,Unknown,Ireland (Carlow District League),Irish Carlow & District League Premier Division,-,N/A,-,,Unknown,Kildare,-,N/A,N/A,0,1.81,6,7,86%,2.11,43%,0.91,3,0.00,0.00,0,7,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,15.40,51,24.16,80,64%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.16,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.00,0,0,-,-,0,-,-,44,0,1.12,-,0.00,0.00,-,0,3,0,1.30,0,-,0,-,-,-,0,0.34,1.12,-,-,74.50,298,,,-,-,-,-,-,-,0,0,-,0,4,0%,4,3,0.34,-1.12,0.06,0.20,-,-,-,6.73,-,0,3 (1),5,44,5,-,-,,IRL
2000167411,- -  -,Ama,Gavin Mulreany,GK,Donegal Town,IRL,"6'0""",77 kg,,26,Unknown,Ireland (Irish Lower Division),Irish Lower Division,-,N/A,-,,Unknown,Donegal,-,N/A,N/A,-,-,-,0,-,-,-,-,-,-,-,-,0,0,0,0,0%,0.00,0,0.00,0,0.00,0,0.00,0.00,11.25,45,20.00,80,56%,0.00,0,-,-,-,-,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,-,-,0%,0.00,0.00,0.00,-,0,0.0km,0.0km,-,-,-,-,-,-,0.00,-,0,-,-,-,-,-,31,0,0.00,-,0.00,0.00,0,0,4,0,1.30,1,-,0,-,0,0,0,0.00,0.00,-,0.00,90.00,360,,,-,-,-,-,-,5,0,0,-,0,4,0%,0,4,0.00,0.00,0.00,0.00,1.25,0.50,2,7.45,-,0,4,-,31,-,-,-,,IRL
28059791,- -  -,Ama,Adam Evans,AM (LC),Ayrfield Utd,IRL,"6'0""",73 kg,,29,Unknown,Ireland (Leinster First Division),Irish Leinster Senior League First Division,-,N/A,-,,Unknown,Dublin,-,N/A,N/A,0,1.25,5,7,71%,2.50,50%,1.25,5,0.00,0.00,0,10,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,11.75,47,20.00,80,59%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.08,-,0,0.0km,0.0km,0.00,0,0.00,0,-,20%,0.00,0,0,-,-,0,0.25,-,169,0,0.78,-,0.00,0.00,-,0,4,0,1.30,0,-,0,-,-,-,0,0.20,0.78,0.00,-,90.00,360,,,-,-,-,-,0.50,-,2,0,-,0,4,0%,0,7,0.20,1.22,0.07,0.27,-,-,-,7.90,180.00,1,4,35,169,35,-,-,,IRL
52096162,- -  -,FrA,Brandon McCann,"DM, M (C)",,IRL,"6'1""",80 kg,,25,€0,Ireland,-,-,-,-,,Unknown,Dublin,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,90,2,-,-,,IRL
52071042,- -  -,FrA,Ryan Robinson,"D (C), DM",,IRL,"5'9""",72 kg,,28,€0,Ireland,-,-,-,-,,Unknown,-,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,,IRL
90067183,- -  -,Lst,Tom Elliott,AM (C),Buxton,ENG,"5'9""",67 kg,,29,€1.5K,England (Vanarama North),Vanarama National League North,30/6/2024,€475 p/w,-,,Unknown,-,"M/AM (RL), ST (RL)",N/A,N/A,33,0.99,4,9,44%,2.47,0%,0.00,0,1.98,0.00,0,10,-,-,-,-,2.47,10,3.46,14,9.64,39,8.16,10.63,33.13,134,38.82,157,85%,1.73,7,0.74,3,1.98,8,38%,0,0,0.00,0,1.73,7,0.00,0.99,4,12.86,12%,0.99,4,7.17,0,0,-,-,-,0.06,1.24,5,14.6km,58.9km,0.74,3,1.98,8,37%,-,0.99,4,5,1.24,-,0,0.25,8.16,297,0,0.58,-,1.48,0.74,-,6,3,0,1.60,0,-,0,-,-,-,0,0.14,0.58,-,-,18.20,364,,,-,-,-,-,-,-,0,8,-,4,8,40%,4,5,0.14,-0.58,0.38,1.53,-,-,-,6.80,-,1,3 (17),43,292,43,-,-,,ENG
28028403,- -  -,,Conor Branson,"DM, M (C)",Farsley,ENG,"6'2""",77 kg,,32,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€300 p/w,-,,Unknown,Pontefract,D (C),N/A,N/A,96,1.67,20,30,67%,1.33,31%,0.42,5,0.58,0.50,6,16,-,-,-,-,4.75,57,2.34,28,11.01,132,11.68,10.76,46.88,562,56.47,677,83%,1.08,13,0.17,2,0.25,3,67%,1,0,0.17,2,1.08,13,0.58,1.58,19,10.18,69%,5.51,66,2.50,0,0,-,-,-,0.04,0.42,5,13.1km,157.4km,0.17,2,0.25,3,66%,6%,1.58,19,0,-,0.83,10,-,8.01,201,0,0.63,-,1.42,1.84,-,17,9,0,1.25,0,-,0,-,-,-,0,0.05,0.63,252.00,-,44.96,"1,079",,,-,-,-,-,0.08,-,1,9,-,12,3,38%,14,7,0.05,0.37,0.07,0.88,-,-,-,6.77,"1,079.00",0,9 (15),25,197,25,-,-,,ENG
28081138,- -  -,,Jassem Sukar,D (LC),Darlington,ENG,"5'11""",78 kg,,27,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€300 p/w,-,,Unknown,Hartlepool,D (C),N/A,N/A,80,1.01,11,18,61%,0.09,0%,0.00,0,0.00,0.27,3,1,-,-,-,-,5.22,57,0.82,9,3.02,33,12.19,9.62,40.97,447,51.32,560,80%,0.18,2,0.00,0,0.46,5,0%,0,0,0.09,1,0.18,2,0.46,1.83,20,7.15,63%,4.58,50,2.75,0,0,-,-,-,0.11,0.27,3,11.9km,129.5km,0.00,0,0.55,6,-,-,1.10,12,0,-,0.46,5,-,7.33,208,2,0.11,-,1.19,1.56,-,13,9,0,1.17,0,-,0,-,-,-,0,0.01,0.11,-,-,54.56,982,,,-,-,-,-,-,-,0,5,-,7,6,28%,5,3,0.01,-0.11,0.01,0.12,-,-,-,6.61,-,0,9 (9),3,207,3,-,-,,ENG
29037187,- -  -,Inj,Declan Walker,"D (R), DM",,IRL,"5'11""",66 kg,,32,€0,England,-,-,-,-,,Unknown,Warrington,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,281,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,281,35,-,-,,ENG
52091971,- -  -,Ama,Colin Kelly,ST (C),Mervue Utd,IRL,"5'8""",69 kg,,22,Unknown,Ireland (Galway Premier Division),Irish Galway Junior Premier Division,-,N/A,-,,Unknown,Galway,-,N/A,N/A,49,0.50,2,3,67%,1.25,60%,0.75,3,0.25,0.00,0,5,-,-,-,-,0.00,0,1.50,6,6.00,24,3.50,17.00,19.75,79,23.25,93,85%,0.00,0,0.00,0,0.00,0,-,4,0,0.00,0,0.50,2,0.00,1.25,5,7.00,14%,1.75,7,10.50,0,0,-,-,-,0.11,1.25,5,12.1km,48.6km,0.00,0,1.00,4,-,-,0.00,0,2,0.50,0.25,1,-,12.25,75,0,0.55,-,1.25,2.50,-,5,4,0,1.10,0,-,0,-,-,-,0,0.14,0.55,-,-,90.00,360,,,-,-,-,-,-,-,0,0,-,2,2,0%,5,14,0.14,-0.55,0.22,0.89,-,-,-,6.38,-,0,4,15,75,15,-,-,,IRL
15083665,- -  -,Ask,Lewis Miccio,D (LC),Oxford City,NZL,"5'9""",77 kg,,25,€0,England (Vanarama National),Vanarama National League,31/5/2024,€230 p/w,-,,Unknown,Sydney,-,N/A,N/A,198,1.17,30,34,88%,0.62,6%,0.04,1,0.27,0.47,12,16,-,-,-,-,3.19,82,1.13,29,3.22,83,11.89,6.53,45.49,"1,171",53.06,"1,366",86%,0.12,3,0.04,1,0.31,8,13%,1,0,0.08,2,0.12,3,0.70,1.71,44,4.86,66%,5.09,131,2.60,1,0,-,-,-,0.09,0.19,5,10.7km,276.3km,0.04,1,0.31,8,12%,6%,1.48,38,3,0.12,0.31,8,0.04,7.69,105,3,1.51,-,1.01,1.32,-,26,26,0,1.06,0,-,0,-,-,-,0,0.06,1.51,929.00,-,74.74,"2,317",,,-,-,-,-,0.04,-,1,9,-,16,6,29%,29,7,0.06,-0.51,0.05,1.24,-,-,-,6.46,"2,317.00",1,26 (5),7,102,8,-,-,,AUS
2000295119,- -  -,,Charlie Aitken,M/AM (C),Blyth,ENG,"6'0""",76 kg,,18,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€120 p/w,-,,Unknown,Newcastle,"M (C), AM (RLC), ST (RL)",N/A,N/A,16,0.67,2,2,100%,2.67,63%,1.67,5,1.33,0.00,0,8,-,-,-,-,1.00,3,2.00,6,6.33,19,3.33,8.33,17.33,52,21.33,64,81%,1.00,3,0.67,2,1.00,3,67%,1,0,0.00,0,1.00,3,0.00,0.67,2,7.67,31%,1.67,5,3.67,0,0,-,-,-,0.09,1.67,5,12.7km,38.2km,0.67,2,1.00,3,66%,25%,0.67,2,2,0.67,0.33,1,-,5.33,3,0,0.69,-,1.67,0.33,-,5,3,0,1.95,1,-,0,-,-,-,0,0.23,0.69,17.00,-,90.00,270,,,-,-,-,-,0.67,-,2,3,-,0,0,100%,4,3,0.23,1.31,0.14,0.41,-,-,-,7.23,135.00,0,3,2,3,2,-,-,,ENG
2000216323,- -  -,Ama,Divine Izekor,ST (C),Monaghan Utd,IRL,"6'0""",72 kg,,19,Unknown,Ireland (Munster Second Division),Irish Munster Senior League Second Division,-,N/A,-,,Unknown,-,-,N/A,N/A,41,0.50,2,9,22%,0.75,33%,0.25,1,0.25,0.00,0,3,-,-,-,-,1.25,5,2.25,9,4.75,19,1.75,19.75,18.50,74,23.00,92,80%,1.25,5,0.25,1,1.00,4,25%,1,0,0.00,0,1.25,5,0.00,0.50,2,6.25,24%,2.50,10,7.75,0,0,-,-,-,0.07,0.50,2,11.8km,47.2km,0.25,1,1.00,4,25%,33%,0.50,2,0,-,-,0,-,10.25,28,0,0.21,-,1.50,1.25,-,6,4,0,1.60,0,-,0,-,-,-,0,0.05,0.21,0.00,-,90.00,360,,,-,-,-,-,0.25,-,1,2,-,1,1,50%,5,6,0.05,0.79,0.00,0.00,-,-,-,6.50,360.00,0,4,6,28,6,-,-,,IRL
89061032,- -  -,,Jordan Cullinane-Liburd,D (C),Tamworth,ENG,"6'3""",98 kg,,28,Unknown,England (Vanarama North),Vanarama National League North,30/6/2024,€230 p/w,-,,Unknown,Warwick,D (C),N/A,N/A,160,2.80,57,66,86%,0.49,40%,0.20,4,0.10,0.10,2,10,-,-,-,-,6.24,127,2.06,42,6.83,139,16.80,16.65,50.11,"1,020",60.82,"1,238",82%,0.69,14,0.25,5,2.26,46,11%,0,0,0.25,5,0.93,19,0.79,2.41,49,8.74,79%,6.24,127,1.62,0,0,-,-,-,0.07,0.39,8,12.5km,255.1km,0.25,5,2.26,46,10%,10%,2.80,57,2,0.10,0.44,9,0.05,7.86,276,1,0.72,-,2.11,1.57,-,43,16,0,1.50,0,-,0,-,-,-,0,0.04,0.72,110.00,-,57.25,"1,832",,,-,-,-,-,0.05,-,1,14,-,12,6,44%,7,3,0.04,0.28,0.06,1.30,-,-,-,6.87,"1,832.00",1,16 (16),13,271,13,-,-,,ENG
28016223,- -  -,Ama,James O'Brien,M (C),Bluebell Utd,IRL,"6'0""",74 kg,,33,Unknown,Ireland (Leinster Premier Division),Irish Leinster Senior League Premier Division,-,N/A,-,,Unknown,Dublin,-,N/A,N/A,11,1.00,4,4,100%,0.25,0%,0.00,0,0.00,0.00,0,1,-,-,-,-,6.00,24,2.25,9,10.00,40,21.50,13.50,47.50,190,50.25,201,95%,2.75,11,0.00,0,0.25,1,16%,0,0,0.00,0,4.25,17,0.00,2.00,8,6.75,27%,0.75,3,2.00,0,0,-,-,-,0.13,0.50,2,11.4km,45.5km,0.75,3,4.75,19,-,-,2.25,9,2,0.50,0.75,3,-,2.75,167,1,0.13,-,1.25,2.25,-,5,4,0,1.00,1,-,0,-,-,-,0,0.03,0.13,-,-,90.00,360,,,-,-,-,-,-,-,0,0,-,3,1,0%,3,2,0.03,-0.13,0.11,0.43,-,-,-,7.08,-,0,4,12,162,12,-,-,,IRL
2000158265,- -  -,,Corey Hurford,AM (C),Briton Ferry,WAL,"5'9""",68 kg,,19,Unknown,Wales (JD Cymru South),JD Cymru South,30/6/2024,€240 p/w,-,,Unknown,Briton Ferry,-,N/A,N/A,0,1.42,6,7,86%,5.91,44%,2.60,11,0.00,0.00,0,25,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,25.75,109,37.80,160,68%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.08,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.00,0,0,-,-,0,-,-,15,0,2.07,-,0.00,0.00,-,0,3,0,1.10,0,-,0,-,-,-,0,0.49,2.07,-,-,47.62,381,,,-,-,-,-,-,-,0,0,-,0,8,0%,7,12,0.49,-2.07,0.17,0.71,-,-,-,6.87,-,0,3 (5),5,15,5,-,-,,WAL
2000163750,- -  -,Ama,Joe Power,M (C),Monaghan Utd,IRL,"5'9""",66 kg,,21,Unknown,Ireland (Munster Second Division),Irish Munster Senior League Second Division,-,N/A,-,,Unknown,Greystones,-,N/A,N/A,14,0.75,3,3,100%,0.75,67%,0.50,2,0.25,0.00,0,3,-,-,-,-,2.50,10,1.50,6,9.25,37,13.50,15.75,40.25,161,44.00,176,91%,0.50,2,0.00,0,1.50,6,0%,1,0,0.00,0,0.50,2,0.00,1.00,4,6.00,57%,2.00,8,1.50,0,0,-,-,-,0.06,0.75,3,10.7km,42.7km,0.00,0,1.50,6,-,33%,1.50,6,1,0.25,0.50,2,-,3.50,54,0,0.19,-,1.50,1.25,-,6,4,0,1.60,0,-,0,-,-,-,0,0.05,0.19,0.00,-,90.00,360,,,-,-,-,-,0.25,-,1,2,-,1,1,50%,2,4,0.05,0.81,0.17,0.68,-,-,-,6.58,360.00,0,4,2,54,2,-,-,,IRL
52096507,- -  -,Ama,Scott Lynch,D/WB (R),Carbury,IRL,"5'10""",71 kg,,23,Unknown,Ireland (Sligo Leitrim League),Irish Sligo and Leitrim Super League,-,N/A,-,,Unknown,-,-,N/A,N/A,0,1.88,6,6,100%,-,-,-,-,0.00,0.00,0,0,-,-,-,-,0.00,0,0.00,0,0.00,0,0.00,0.00,17.50,56,25.00,80,70%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,-,0,0.00,-,-,-,-,0,0,-,-,-,0.00,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.00,0,0,-,-,0,-,-,23,0,0.00,-,0.00,0.00,-,0,3,0,1.30,0,-,0,-,-,-,0,0.00,0.00,-,-,72.00,288,,,-,-,-,-,-,-,0,0,-,0,4,0%,5,5,0.00,0.00,0.13,0.41,-,-,-,7.10,-,0,3 (1),-,23,-,-,-,,IRL
2000007551,- -  -,Loa,Dylan Gavin,ST (C),Athlone Town,IRL,"6'0""",80 kg,,21,Unknown,Ireland (First Division),Irish First Division,30/11/2024,€250 p/w,-,,Unknown,Athlone,-,N/A,N/A,23,0.00,0,1,0%,2.31,25%,0.58,1,0.58,0.00,0,4,-,-,-,-,0.00,0,0.58,1,6.92,12,0.58,25.96,19.04,33,21.92,38,87%,0.00,0,0.00,0,0.00,0,-,1,0,0.00,0,-,0,0.00,1.73,3,4.62,39%,5.19,9,8.08,0,0,-,-,-,0.11,1.15,2,11.0km,19.0km,0.00,0,0.00,0,-,25%,0.00,0,1,0.58,0.58,1,-,13.27,60,0,0.44,-,1.73,2.88,-,3,1,0,1.20,0,-,0,-,-,-,0,0.25,0.44,98.00,-,39.00,156,,,-,-,-,-,0.58,-,1,1,-,3,0,25%,3,3,0.25,0.56,0.07,0.12,-,-,-,6.70,156.00,0,1 (3),11,59,11,-,-,,IRL
52098403,- -  -,,Oisin O'Reilly,D (L),Treaty Utd,IRL,"6'2""",81 kg,,23,Unknown,Ireland (First Division),Irish First Division,30/11/2024,€150 p/w,-,,Unknown,-,-,N/A,N/A,7,1.00,1,1,100%,2.00,0%,0.00,0,0.00,0.00,0,2,-,-,-,-,5.00,5,1.00,1,8.00,8,8.00,18.00,38.00,38,44.00,44,86%,0.00,0,0.00,0,1.00,1,0%,0,0,0.00,0,-,0,0.00,4.00,4,11.00,86%,6.00,6,1.00,0,0,-,-,-,0.19,2.00,2,11.8km,11.8km,0.00,0,1.00,1,-,-,0.00,0,0,-,1.00,1,-,7.00,43,0,0.38,-,1.00,2.00,-,1,1,0,1.35,0,-,0,-,-,-,0,0.38,0.38,-,-,90.00,90,,,-,-,-,-,-,-,0,0,-,1,0,0%,2,0,0.38,-0.38,0.00,0.00,-,-,-,6.90,-,0,1,-,41,-,-,-,,IRL
2000217010,- -  -,Wnt,Victor Udeze,ST (C),Kerry,IRL,"6'0""",80 kg,,19,Unknown,Ireland (First Division),Irish First Division,30/11/2024,€130 p/w,-,,Unknown,Dublin,-,N/A,N/A,5,-,-,0,-,-,-,-,-,-,-,0,0,-,-,-,-,-,0,-,1,-,2,-,-,-,10,-,10,100%,-,0,-,0,-,0,-,0,0,-,0,-,0,-,-,0,-,20%,-,1,-,0,0,-,-,-,0.00,-,0,-,4.1km,-,0,-,0,-,-,-,0,0,-,-,0,-,-,21,0,0.00,-,-,-,-,0,-,0,-,0,-,0,-,-,-,0,-,0.00,-,-,18.50,37,,,-,-,-,-,-,-,0,0,-,1,1,0%,0,2,-,0.00,-,0.13,-,-,-,6.40,-,0,0 (2),3,15,5,-,-,,IRL
5118461,- -  -,FrA,Nicky Maynard,ST (C),,ENG,"5'11""",70 kg,,37,€0,England,-,-,-,-,,Unknown,Winsford,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,477,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,151,477,151,-,-,,ENG
52064348,- -  -,Ama,Niall Cooney,D (C),Crumlin Utd,IRL,"5'10""",75 kg,,31,Unknown,Ireland (Leinster Premier Division),Irish Leinster Senior League Premier Division,-,N/A,-,,Unknown,Dublin,-,N/A,N/A,64,0.30,2,3,67%,1.20,25%,0.30,2,0.30,0.45,3,8,-,-,-,-,3.30,22,0.45,3,2.40,16,24.15,1.95,45.90,306,56.25,375,82%,0.15,1,0.00,0,0.00,0,-,0,0,0.00,0,0.15,1,1.05,0.90,6,4.20,67%,6.45,43,3.15,0,0,-,-,-,0.11,-,0,11.3km,75.2km,0.00,0,0.00,0,-,-,1.20,8,1,0.15,1.20,8,0.15,9.60,91,1,0.91,-,1.65,1.05,-,11,6,0,1.60,0,-,0,-,-,-,0,0.14,0.91,-,-,100.00,600,,,-,-,-,-,-,-,0,2,-,0,4,33%,5,1,0.14,-0.91,0.16,1.08,-,-,-,6.83,-,1,6,2,82,4,-,-,,IRL
2000084185,- -  -,Ama,Jake Hegarty,ST (C),Midleton,IRL,"6'1""",84 kg,,29,Unknown,Ireland (Munster Premier Division),Irish Munster Senior League Premier Division,-,N/A,-,,Unknown,-,-,N/A,N/A,17,0.60,3,4,75%,2.60,46%,1.20,6,0.00,0.00,0,13,-,-,-,-,0.00,0,0.00,0,1.40,7,0.60,4.20,14.00,70,20.00,100,70%,0.00,0,0.00,0,0.00,0,-,0,0,0.00,0,-,0,0.00,0.20,1,0.60,12%,0.40,2,3.00,0,0,-,-,-,0.11,0.20,1,2.1km,10.7km,0.00,0,0.00,0,-,23%,0.20,1,0,-,0.20,1,-,3.40,95,0,1.43,-,0.00,0.60,-,0,5,0,1.15,0,-,0,-,-,-,0,0.29,1.43,0.00,-,90.00,450,,,-,-,-,-,0.60,-,3,0,-,1,4,0%,8,7,0.29,1.57,0.00,0.00,-,-,-,6.68,150.00,0,5,20,91,20,-,-,,IRL
